"ID","river.id","sample.type","location.id","sampling.type","replicate.id","original.id","Date","Start_Time","Time_zone","Stream_Name","Stream_Order","City","State_or_Province","Country","General_Vegetation","Weather","Hydrogeomorphology","River_Gradient","Intermittent_or_Perennial","Sediment","Distance_DS.and.MS_meters","Distance_MS.and.US_meters","Primary.Sources.Flow.Variation","pH","Temp_degC","DO_perc.sat","DO_mg.per.L","Algal.Mat.Coverage","Depositional.Type","Latitude_dec.deg","Longitude_dec.deg","Macrophyte.Coverage","Sunlight.Access_Perc.Canopy.Cover","Water.Column.Height_cm","Sampler_Organization","Associated_Site","Sampler_Name","Approx.Distance.From.Gauge_meters","Discharge_Link","US.or.DS.of.Gauge","Gauge_Latitude_dec.deg","Gauge_Longitude_dec.deg","Met.Station.Nearby","Met.Station","Precipitation.Within.Week","Number.Days.Since.Precip","Dam.Upstream.Site","Dam","Contamination.Source.Upstream","Contamination.Source","Water.Quality.Data.Available","Water.Quality.Data","Known.Data","Published.Work.On.Site","Published.Work","Notes","Study_Code","resprate_mg.L.h","resp.inc.time.min","resp.r2","resp.pval","NPOC_mg.L.asC","del2H_permil","del18O_permil","Cl_mgL","SO4_mgL","NO3_mgL","NO2_mgL","F_mgL"
"SED_S19S.0006_D_Field","S19S.0006","SED","D","Field",NA,"S19S_0006_Sed_Field_ICR.D_p2","29-Jul-19","9:45","EST","Dead Run","2","Baltimore","Maryland","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","40.5","29","Natural flow (seasonal)",NA,NA,NA,NA,"Low","Shallow waters near the shore","39.311369","-76.717163","No","Partial direct sunlight (50-80% canopy cover)","6","Baltimore Ecosystem Study","NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study","Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock","17","https://waterdata.usgs.gov/md/nwis/uv?site_no=01589330","Upstream","39.31122222","-76.71666667","Yes","Baltimore Washington International Airport https://w1.weather.gov/data/obhistory/KBWI.html","No","6","No",NA,"Yes","major highway I-70","Yes",NA,NA,"Yes",NA,"Conductivity: 1430 millisiemens. Conductivity and temperature tested with ECTestr11 Dual Range. Amber tube with yellow tape was mistakenly briefly unscrewed before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,5.96,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0006_M_Field","S19S.0006","SED","M","Field",NA,"S19S_0006_Sed_Field_ICR.M_p2","29-Jul-19","9:45","EST","Dead Run","2","Baltimore","Maryland","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","40.5","29","Natural flow (seasonal)",NA,NA,NA,NA,"Low","Inside bend of a stream","39.31162","-76.717316","No","Full sunlight (0-20% canopy cover)","10","Baltimore Ecosystem Study","NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study","Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock","17","https://waterdata.usgs.gov/md/nwis/uv?site_no=01589330","Upstream","39.31122222","-76.71666667","Yes","Baltimore Washington International Airport https://w1.weather.gov/data/obhistory/KBWI.html","No","6","No",NA,"Yes","major highway I-70","Yes",NA,NA,"Yes",NA,"Conductivity: 1430 millisiemens. Conductivity and temperature tested with ECTestr11 Dual Range. Amber tube with yellow tape was mistakenly briefly unscrewed before sampling. ","WHONDRS_S19S",1.05,120,0.754,0.005,5.27,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0006_U_Field","S19S.0006","SED","U","Field",NA,"S19S_0006_Sed_Field_ICR.U_p2","29-Jul-19","9:45","EST","Dead Run","2","Baltimore","Maryland","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","40.5","29","Natural flow (seasonal)",NA,NA,NA,NA,"Low","Pool lip","39.311813","-76.717476","No","Full sunlight (0-20% canopy cover)","17","Baltimore Ecosystem Study","NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study","Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock","17","https://waterdata.usgs.gov/md/nwis/uv?site_no=01589330","Upstream","39.31122222","-76.71666667","Yes","Baltimore Washington International Airport https://w1.weather.gov/data/obhistory/KBWI.html","No","6","No",NA,"Yes","major highway I-70","Yes",NA,NA,"Yes",NA,"Conductivity: 1430 millisiemens. Conductivity and temperature tested with ECTestr11 Dual Range. Amber tube with yellow tape was mistakenly briefly unscrewed before sampling. ","WHONDRS_S19S",15.22,20,1,0.001,9.24,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0006_U_1","S19S.0006","SW","U",NA,"1","S19S_0006_ICR.1_p05","29-Jul-19","9:45","EST","Dead Run","2","Baltimore","Maryland","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","40.5","29","Natural flow (seasonal)","7.5","25.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baltimore Ecosystem Study","NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study","Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock","17","https://waterdata.usgs.gov/md/nwis/uv?site_no=01589330","Upstream","39.31122222","-76.71666667","Yes","Baltimore Washington International Airport https://w1.weather.gov/data/obhistory/KBWI.html","No","6","No",NA,"Yes","major highway I-70","Yes",NA,NA,"Yes",NA,"Conductivity: 1430 millisiemens. Conductivity and temperature tested with ECTestr11 Dual Range. Amber tube with yellow tape was mistakenly briefly unscrewed before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,1.43,NA,NA,311.31,33.45,6.43,0.04,0.02
"SW_S19S.0006_U_2","S19S.0006","SW","U",NA,"2","S19S_0006_ICR.2_p05","29-Jul-19","9:45","EST","Dead Run","2","Baltimore","Maryland","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","40.5","29","Natural flow (seasonal)","7.5","25.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baltimore Ecosystem Study","NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study","Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock","17","https://waterdata.usgs.gov/md/nwis/uv?site_no=01589330","Upstream","39.31122222","-76.71666667","Yes","Baltimore Washington International Airport https://w1.weather.gov/data/obhistory/KBWI.html","No","6","No",NA,"Yes","major highway I-70","Yes",NA,NA,"Yes",NA,"Conductivity: 1430 millisiemens. Conductivity and temperature tested with ECTestr11 Dual Range. Amber tube with yellow tape was mistakenly briefly unscrewed before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,1.62,NA,NA,286.25,30.48,6.1,0.04,0.12
"SW_S19S.0006_U_3","S19S.0006","SW","U",NA,"3","S19S_0006_ICR.3_p05","29-Jul-19","9:45","EST","Dead Run","2","Baltimore","Maryland","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","40.5","29","Natural flow (seasonal)","7.5","25.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baltimore Ecosystem Study","NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study","Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock","17","https://waterdata.usgs.gov/md/nwis/uv?site_no=01589330","Upstream","39.31122222","-76.71666667","Yes","Baltimore Washington International Airport https://w1.weather.gov/data/obhistory/KBWI.html","No","6","No",NA,"Yes","major highway I-70","Yes",NA,NA,"Yes",NA,"Conductivity: 1430 millisiemens. Conductivity and temperature tested with ECTestr11 Dual Range. Amber tube with yellow tape was mistakenly briefly unscrewed before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,1.52,NA,NA,284.53,29.97,6.14,0.04,0.09
"SW_S19S.0007_U_1","S19S.0007","SW","U",NA,"1","S19S_0007_ICR.1_p05","29-Jul-19","10:55","PDT","Providence Creek / KREW's P304 creek","1","Shaver Lake ","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","9.5","26","Natural flow (seasonal). Evapotranspiration","6.5","11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ. Cal Merced and USFS PSW Research Station KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda. Tyler Kappen","15",NA,"Upstream","37.0525","-119.1962","Yes","KREW Lower Met (and Upper Met) https://www.fs.usda.gov/rds/archive/Product/RDS-2018-0028 [best quality from KREW; Joe Wagenbrenner can share data]; daily data with less QA/QC from CDEC Shaver Lake (SAV) station at http://cdec.water.ca.gov/dynamicapp/QueryF?s=SAV&end=2019-07-30","No","3","No",NA,"Yes","Free range cattle on Forest. unknown distance; not seen at the time of sampling. ","Yes","pH. turbidity. DOC. TOC. nitrogen (ammonium. nitrate). and others; ","Not yet published; Joe Wagenbrenner is the best source for these ranges","Yes","http://criticalzone.org/sierra/publications/paper-book/; and https://www.fs.fed.us/psw/topics/water/kingsriver/publications_maps.shtml","-Just below US site. the stream drops subsurface for ~8m. It appears to be due to an intact collapsed bank (that is not soggy nor does it have surface water) but could be through another subsurface channel. Upstream of sites are an old earthenwork dam that has since filled in with a meadow. 
-The DS site is small - ~0.3m2
- Summer storms are highly infrequent at this site. but there was a thunderstorm about 3-4 days before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,0.93,-84.3,-12.35,0.39,0.19,0.12,0.04,0.04
"SW_S19S.0007_U_2","S19S.0007","SW","U",NA,"2","S19S_0007_ICR.2_p05","29-Jul-19","10:55","PDT","Providence Creek / KREW's P304 creek","1","Shaver Lake ","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","9.5","26","Natural flow (seasonal). Evapotranspiration","6.5","11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ. Cal Merced and USFS PSW Research Station KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda. Tyler Kappen","15",NA,"Upstream","37.0525","-119.1962","Yes","KREW Lower Met (and Upper Met) https://www.fs.usda.gov/rds/archive/Product/RDS-2018-0028 [best quality from KREW; Joe Wagenbrenner can share data]; daily data with less QA/QC from CDEC Shaver Lake (SAV) station at http://cdec.water.ca.gov/dynamicapp/QueryF?s=SAV&end=2019-07-30","No","3","No",NA,"Yes","Free range cattle on Forest. unknown distance; not seen at the time of sampling. ","Yes","pH. turbidity. DOC. TOC. nitrogen (ammonium. nitrate). and others; ","Not yet published; Joe Wagenbrenner is the best source for these ranges","Yes","http://criticalzone.org/sierra/publications/paper-book/; and https://www.fs.fed.us/psw/topics/water/kingsriver/publications_maps.shtml","-Just below US site. the stream drops subsurface for ~8m. It appears to be due to an intact collapsed bank (that is not soggy nor does it have surface water) but could be through another subsurface channel. Upstream of sites are an old earthenwork dam that has since filled in with a meadow. 
-The DS site is small - ~0.3m2
- Summer storms are highly infrequent at this site. but there was a thunderstorm about 3-4 days before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,1.05,NA,NA,0.41,0.24,0.41,0.04,0.03
"SW_S19S.0007_U_3","S19S.0007","SW","U",NA,"3","S19S_0007_ICR.3_p05","29-Jul-19","10:55","PDT","Providence Creek / KREW's P304 creek","1","Shaver Lake ","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","9.5","26","Natural flow (seasonal). Evapotranspiration","6.5","11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ. Cal Merced and USFS PSW Research Station KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda. Tyler Kappen","15",NA,"Upstream","37.0525","-119.1962","Yes","KREW Lower Met (and Upper Met) https://www.fs.usda.gov/rds/archive/Product/RDS-2018-0028 [best quality from KREW; Joe Wagenbrenner can share data]; daily data with less QA/QC from CDEC Shaver Lake (SAV) station at http://cdec.water.ca.gov/dynamicapp/QueryF?s=SAV&end=2019-07-30","No","3","No",NA,"Yes","Free range cattle on Forest. unknown distance; not seen at the time of sampling. ","Yes","pH. turbidity. DOC. TOC. nitrogen (ammonium. nitrate). and others; ","Not yet published; Joe Wagenbrenner is the best source for these ranges","Yes","http://criticalzone.org/sierra/publications/paper-book/; and https://www.fs.fed.us/psw/topics/water/kingsriver/publications_maps.shtml","-Just below US site. the stream drops subsurface for ~8m. It appears to be due to an intact collapsed bank (that is not soggy nor does it have surface water) but could be through another subsurface channel. Upstream of sites are an old earthenwork dam that has since filled in with a meadow. 
-The DS site is small - ~0.3m2
- Summer storms are highly infrequent at this site. but there was a thunderstorm about 3-4 days before sampling. ","WHONDRS_S19S",NA,NA,NA,NA,1.06,NA,NA,0.38,0.18,0.12,0.04,0.04
"SED_S19S.0008_M_Field","S19S.0008","SED","M","Field",NA,"S19S_0008_Sed_Field_ICR.M_p15","29-Jul-19","15:21","PDT","Teakettle T003 stream","1","Shaver Lake","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","41","11","Natural flow (seasonal). Evapotranspiration",NA,NA,NA,NA,"No","Downstream from obstacles","36.961369","-119.028281","Low","Accessible direct sunlight (20-50% canopy cover)","22","Univ Cal Merced and USFS PSW Research Station - KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda and Tyler Kappen","25",NA,"Upstream","36.9608","-119.0274","Yes","KREW's Bull Upper Met (Contact Joe Wagenbrenner) for best QA/QC or data available now from CDEC - http://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WSD&d=30-Jul-2019+16:21","Yes","4-Jan","No",NA,"No",NA,"Yes","Turbidity. TOC. TN (ammonium. nitrate)",NA,"Yes","https://www.fs.fed.us/psw/topics/water/kingsriver/; and some from https://www.fs.fed.us/psw/topics/water/kingsriver/","Lots of moss. some plants in stream; dense shrubs on banks. --- **! Part of 60 ml syringe broke off in filter; Used syringe from Providence (S19S_0007) and washed 6x in new stream before use. --- DS is ~25-30 m upstream of /weir & 15 m upstream of sediment basin. ","WHONDRS_S19S",3.41,51,0.976,0.006,30.38,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0008_U_1","S19S.0008","SW","U",NA,"1","S19S_0008_ICR.1_p05","29-Jul-19","15:21","PDT","Teakettle T003 stream","1","Shaver Lake","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","41","11","Natural flow (seasonal). Evapotranspiration","6.5","12.6","41.1 - may not be correctly calibrated","4.62 - may not be correctly calibrated",NA,NA,NA,NA,NA,NA,NA,"Univ Cal Merced and USFS PSW Research Station - KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda and Tyler Kappen","25",NA,"Upstream","36.9608","-119.0274","Yes","KREW's Bull Upper Met (Contact Joe Wagenbrenner) for best QA/QC or data available now from CDEC - http://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WSD&d=30-Jul-2019+16:21","Yes","4-Jan","No",NA,"No",NA,"Yes","Turbidity. TOC. TN (ammonium. nitrate)",NA,"Yes","https://www.fs.fed.us/psw/topics/water/kingsriver/; and some from https://www.fs.fed.us/psw/topics/water/kingsriver/","Lots of moss. some plants in stream; dense shrubs on banks. --- **! Part of 60 ml syringe broke off in filter; Used syringe from Providence (S19S_0007) and washed 6x in new stream before use. --- DS is ~25-30 m upstream of /weir & 15 m upstream of sediment basin. ","WHONDRS_S19S",NA,NA,NA,NA,1.87,-86.4,-12.61,0.22,0.23,0.12,0.04,0.03
"SW_S19S.0008_U_2","S19S.0008","SW","U",NA,"2","S19S_0008_ICR.2_p05","29-Jul-19","15:21","PDT","Teakettle T003 stream","1","Shaver Lake","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","41","11","Natural flow (seasonal). Evapotranspiration","6.5","12.6","41.1 - may not be correctly calibrated","4.62 - may not be correctly calibrated",NA,NA,NA,NA,NA,NA,NA,"Univ Cal Merced and USFS PSW Research Station - KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda and Tyler Kappen","25",NA,"Upstream","36.9608","-119.0274","Yes","KREW's Bull Upper Met (Contact Joe Wagenbrenner) for best QA/QC or data available now from CDEC - http://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WSD&d=30-Jul-2019+16:21","Yes","4-Jan","No",NA,"No",NA,"Yes","Turbidity. TOC. TN (ammonium. nitrate)",NA,"Yes","https://www.fs.fed.us/psw/topics/water/kingsriver/; and some from https://www.fs.fed.us/psw/topics/water/kingsriver/","Lots of moss. some plants in stream; dense shrubs on banks. --- **! Part of 60 ml syringe broke off in filter; Used syringe from Providence (S19S_0007) and washed 6x in new stream before use. --- DS is ~25-30 m upstream of /weir & 15 m upstream of sediment basin. ","WHONDRS_S19S",NA,NA,NA,NA,1.78,NA,NA,0.21,0.24,0.12,0.04,0.02
"SW_S19S.0008_U_3","S19S.0008","SW","U",NA,"3","S19S_0008_ICR.3_p05","29-Jul-19","15:21","PDT","Teakettle T003 stream","1","Shaver Lake","California","USA","Needleleaf evergreen tree. Shrub","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Sand","41","11","Natural flow (seasonal). Evapotranspiration","6.5","12.6","41.1 - may not be correctly calibrated","4.62 - may not be correctly calibrated",NA,NA,NA,NA,NA,NA,NA,"Univ Cal Merced and USFS PSW Research Station - KREW project","USDA Forest Service Experimental Watershed site: King's River","Erin Stacy. Nancy Ojeda and Tyler Kappen","25",NA,"Upstream","36.9608","-119.0274","Yes","KREW's Bull Upper Met (Contact Joe Wagenbrenner) for best QA/QC or data available now from CDEC - http://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WSD&d=30-Jul-2019+16:21","Yes","4-Jan","No",NA,"No",NA,"Yes","Turbidity. TOC. TN (ammonium. nitrate)",NA,"Yes","https://www.fs.fed.us/psw/topics/water/kingsriver/; and some from https://www.fs.fed.us/psw/topics/water/kingsriver/","Lots of moss. some plants in stream; dense shrubs on banks. --- **! Part of 60 ml syringe broke off in filter; Used syringe from Providence (S19S_0007) and washed 6x in new stream before use. --- DS is ~25-30 m upstream of /weir & 15 m upstream of sediment basin. ","WHONDRS_S19S",NA,NA,NA,NA,1.96,NA,NA,0.21,0.22,0.12,0.04,0.03
"SED_S19S.0009_M_Field","S19S.0009","SED","M","Field",NA,"S19S_0009_Sed_Field_ICR.M_p2","30-Jul-19","15:00","MDT","Little Wind River","6","Riverton","Wyoming","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","9.96","9.06","Natural flow (seasonal)",NA,NA,NA,NA,"Low","Inside bend of a stream","42.9876","-108.3983","No","Full sunlight (0-20% canopy cover)","8","Stanford University",NA,"Zach Perzan. Sharon Bone. Diana Valazquez","2000","https://waterdata.usgs.gov/wy/nwis/uv?site_no=06235500","Upstream","42.9975","-108.375417",NA,NA,"Yes",NA,"No",NA,"No",NA,"Yes","Surface and groundwater quality data is available from the DOE-LM GEMS database (https://gems.lm.doe.gov/#site=RVT)","Ca: 50-100 mg/L
Mg: 5-40 mg/L
Mn: 0.001-0.01 mg/L
Mo: 0.001-0.005 mg/L
Fe: 0.05 mg/L
",NA,NA,NA,"WHONDRS_S19S",11.22,13,1,NA,9.27,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0009_U_Field","S19S.0009","SED","U","Field",NA,"S19S_0009_Sed_Field_ICR.U_p2","30-Jul-19","15:00","MDT","Little Wind River","6","Riverton","Wyoming","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","9.96","9.06","Natural flow (seasonal)",NA,NA,NA,NA,"Low","Inside bend of a stream","42.9875","-108.3982","No","Full sunlight (0-20% canopy cover)","6","Stanford University",NA,"Zach Perzan. Sharon Bone. Diana Valazquez","2000","https://waterdata.usgs.gov/wy/nwis/uv?site_no=06235500","Upstream","42.9975","-108.375417",NA,NA,"Yes",NA,"No",NA,"No",NA,"Yes","Surface and groundwater quality data is available from the DOE-LM GEMS database (https://gems.lm.doe.gov/#site=RVT)","Ca: 50-100 mg/L
Mg: 5-40 mg/L
Mn: 0.001-0.01 mg/L
Mo: 0.001-0.005 mg/L
Fe: 0.05 mg/L
",NA,NA,NA,"WHONDRS_S19S",7.32,15,1,NA,11.85,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0009_U_1","S19S.0009","SW","U",NA,"1","S19S_0009_ICR.1_p05","30-Jul-19","15:00","MDT","Little Wind River","6","Riverton","Wyoming","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","9.96","9.06","Natural flow (seasonal)","8","25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanford University",NA,"Zach Perzan. Sharon Bone. Diana Valazquez","2000","https://waterdata.usgs.gov/wy/nwis/uv?site_no=06235500","Upstream","42.9975","-108.375417",NA,NA,"Yes",NA,"No",NA,"No",NA,"Yes","Surface and groundwater quality data is available from the DOE-LM GEMS database (https://gems.lm.doe.gov/#site=RVT)","Ca: 50-100 mg/L
Mg: 5-40 mg/L
Mn: 0.001-0.01 mg/L
Mo: 0.001-0.005 mg/L
Fe: 0.05 mg/L
",NA,NA,NA,"WHONDRS_S19S",NA,NA,NA,NA,2.25,-127.9,-16.86,6.96,160.13,0.12,0.04,0.21
"SW_S19S.0009_U_2","S19S.0009","SW","U",NA,"2","S19S_0009_ICR.2_p05","30-Jul-19","15:00","MDT","Little Wind River","6","Riverton","Wyoming","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","9.96","9.06","Natural flow (seasonal)","8","25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanford University",NA,"Zach Perzan. Sharon Bone. Diana Valazquez","2000","https://waterdata.usgs.gov/wy/nwis/uv?site_no=06235500","Upstream","42.9975","-108.375417",NA,NA,"Yes",NA,"No",NA,"No",NA,"Yes","Surface and groundwater quality data is available from the DOE-LM GEMS database (https://gems.lm.doe.gov/#site=RVT)","Ca: 50-100 mg/L
Mg: 5-40 mg/L
Mn: 0.001-0.01 mg/L
Mo: 0.001-0.005 mg/L
Fe: 0.05 mg/L
",NA,NA,NA,"WHONDRS_S19S",NA,NA,NA,NA,3.16,NA,NA,6.73,157.71,0.12,0.04,0.23
"SED_S19S.0010_D_Field","S19S.0010","SED","D","Field",NA,"S19S_0010_Sed_Field_ICR.D_p15","31-Jul-19","10:14","EDT","Altamaha","7","Doctortown","Georgia","USA","Needleleaf evergreen tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","8","8","Natural flow (seasonal)",NA,NA,NA,NA,"Low","At the inside bend of a stream. in shallow waters near the shore","31.667875","-81.840062","No","Full sunlight (0-20% canopy cover)","30","Marine Sciences/University of Georgia","NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems","Christof Meile","1930","https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02226000","Upstream","31.6546586","-81.827892",NA,NA,"Yes","4","No","( No dams are directly on the Altamaha. Though some are on the Oconee and the Ocmulgee)",NA,NA,"Yes","USGS: https://waterdata.usgs.gov/ga/nwis/current/?type=quality&group_key=basin_cd; there is also LTER sampling further downstream (https://gce-lter.marsci.uga.edu)",NA,NA,NA,NA,"WHONDRS_S19S",0.55,123,0.881,0.002,10.82,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0010_M_Field","S19S.0010","SED","M","Field",NA,"S19S_0010_Sed_Field_ICR.M_p15","31-Jul-19","10:14","EDT","Altamaha","7","Doctortown","Georgia","USA","Needleleaf evergreen tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","8","8","Natural flow (seasonal)",NA,NA,NA,NA,"Low","At the inside bend of a stream. in shallow waters near the shore","31.667835","-81.839976","No","Full sunlight (0-20% canopy cover)","30","Marine Sciences/University of Georgia","NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems","Christof Meile","1930","https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02226000","Upstream","31.6546586","-81.827892",NA,NA,"Yes","4","No","( No dams are directly on the Altamaha. Though some are on the Oconee and the Ocmulgee)",NA,NA,"Yes","USGS: https://waterdata.usgs.gov/ga/nwis/current/?type=quality&group_key=basin_cd; there is also LTER sampling further downstream (https://gce-lter.marsci.uga.edu)",NA,NA,NA,NA,"WHONDRS_S19S",0.99,123,0.999,3e-04,20.73,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0010_U_Field","S19S.0010","SED","U","Field",NA,"S19S_0010_Sed_Field_ICR.U_p15","31-Jul-19","10:14","EDT","Altamaha","7","Doctortown","Georgia","USA","Needleleaf evergreen tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","8","8","Natural flow (seasonal)",NA,NA,NA,NA,"Low","At the inside bend of a stream. in shallow waters near the shore","31.667905","-81.8403","No","Full sunlight (0-20% canopy cover)","30","Marine Sciences/University of Georgia","NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems","Christof Meile","1930","https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02226000","Upstream","31.6546586","-81.827892",NA,NA,"Yes","4","No","( No dams are directly on the Altamaha. Though some are on the Oconee and the Ocmulgee)",NA,NA,"Yes","USGS: https://waterdata.usgs.gov/ga/nwis/current/?type=quality&group_key=basin_cd; there is also LTER sampling further downstream (https://gce-lter.marsci.uga.edu)",NA,NA,NA,NA,"WHONDRS_S19S",7.04,30,0.862,0.047,15.69,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0010_U_1","S19S.0010","SW","U",NA,"1","S19S_0010_ICR.1_p05","31-Jul-19","10:14","EDT","Altamaha","7","Doctortown","Georgia","USA","Needleleaf evergreen tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","8","8","Natural flow (seasonal)","6.7","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine Sciences/University of Georgia","NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems","Christof Meile","1930","https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02226000","Upstream","31.6546586","-81.827892",NA,NA,"Yes","4","No","( No dams are directly on the Altamaha. Though some are on the Oconee and the Ocmulgee)",NA,NA,"Yes","USGS: https://waterdata.usgs.gov/ga/nwis/current/?type=quality&group_key=basin_cd; there is also LTER sampling further downstream (https://gce-lter.marsci.uga.edu)",NA,NA,NA,NA,"WHONDRS_S19S",NA,NA,NA,NA,2.52,-13.4,-2.9,7.44,13.55,0.85,0.04,0.11
