Study_Code,Sample_ID,Date,Start_Time,Time_zone,Sampler_Organization,Associated_Site,Sampler_Name,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,US_Latitude_dec.deg,US_Longitude_dec.deg,US_Water.Column.Height_cm,US_Depositional.Type,US_Algal.Mat.Coverage,US_Macrophyte.Coverage,US_Sunlight.Access_Perc.Canopy.Cover,MS_Latitude_dec.deg,MS_Longitude_dec.deg,MS_Water.Column.Height_cm,MS_Depositional.Type,MS_Algal.Mat.Coverage,MS_Macrophyte.Coverage,MS_Sunlight.Access_Perc.Canopy.Cover,DS_Latitude_dec.deg,DS_Longitude_dec.deg,DS_Water.Column.Height_cm,DS_Depositional.Type,DS_Algal.Mat.Coverage,DS_Macrophyte.Coverage,DS_Sunlight.Access_Perc.Canopy.Cover,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Primary.Sources.Flow.Variation,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes
WHONDRS_S19S,S19S_0044,6-Aug-19,9:30,EDT,USDA FS / Santee Exp. Forest,USDA Forest Service Experimental Forest: Santee,Carl Trettin / Julie Arnold,Huger Creek,3,Cordesville,South Carolina,USA,Needleleaf deciduous tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),37.47,46.78,33.130796,-79.810168,24,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),33.130966,-79.810626,22,Inside bend of a stream,Low,No,Full sunlight (0-20% canopy cover),33.131027,-79.811134,37,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),6,Not_Provided,Not_Provided,24,23.71,Not_Provided,Downstream,33.131064,-79.810873,Natural flow (seasonal). Tidal. Evapotranspiration,Yes,SanteeHQ  http://smartforests-data.sr.unh.edu/data/gce/Santee/data/index.html,Yes,1,No,Not_Provided,No,Not_Provided,Yes,NO3-N. Cl. O-PO4. Br. SO4. cations. total N. total P. NH4-N,NH4-N 0.003-0.13 mg/L. Cl 2.16-14.05 mg/L. Br 0.0086-0.1618 mg/L. NO3-N 0.0015-0.0732 mg/L. O-PO4 0.007-0.1173 mg/L. SO4 0.0003-9.3914 mg/L. K 0.2996-1.337 mg/L. Na 1.716-8.783 mg/L. Ca 4.393-14.77 mg/L. Mg 0.5541-1.982 mg/L. TDP 0.0042-0.0624 mg/L. TDN 0.2982-0.7425 mg/L. conductivity 45.06-136.5 uS,Yes,"Czwartacki. B.J. 2013. Time and tide: Understanding the water dynamics in a tidal freshwater forested wetland. M.S. Thesis. Environmental Studies. College of Charleston.  129 pg.

Bryan Farley. 2017. Greenhouse gas emissions in tidally influenced riparian zone.  Univ. North Carolina – Charlotte. MS Thesis. 116 pg.

https://www.fs.usda.gov/treesearch/pubs/51046
https://www.fs.usda.gov/treesearch/pubs/51049",Sample site is a FRESHWATER tidal creek
WHONDRS_S19S,S19S_0045,5-Aug-19,10:50,CEST,Leibniz Institute of Freshwater Ecology and Inland Fisheries,NA,Birgit Mueller,Erpe River sidechannel,Not_Provided,Berlin-Heidemühle,Brandenburg,Germany,Broadleaf deciduous tree. Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12,46,52.476254,13.625944,10,Pool lip,No,Low,Partial direct sunlight (50-80% canopy cover),52.476556,13.625541,4,Downstream from obstacles,No,Low,Accessible direct sunlight (20-50% canopy cover),52.475193,13.631299,3.5,Downstream from obstacles,No,Low,No or almost no direct sunlight (>80% canopy cover),7.7 (with WTW sensor). strip: 7.5,76.6,Not_Provided,20.4,Not_Provided,Not_Provided,Downstream,52.476583,13.62561,discharge of wastewater treatment plant,Yes,IGB Mueggelsee: http://intranet.igb-berlin.de/grosser_mueggelsee.html,Yes,3,No,Not_Provided,Yes,1.9 km. biological and chemical. effluents of wastewater treatment plant,Yes,See Whondrs campaign last September,"
See Whondrs campaign last September",Yes,"Not directly this site but closeby at the main channel:
https://pubs.acs.org/doi/10.1021/acs.est.8b06231
https://pubs.acs.org/doi/10.1021/acs.est.8b05488
https://www.sciencedirect.com/science/article/abs/pii/S0043135418303348?via%3Dihub
https://www.sciencedirect.com/science/article/pii/S0048969711000659?via%3Dihub",Not_Provided
WHONDRS_S19S,S19S_0046,27-Aug-19,12:50,GMT+2 (daylight savings time),Western Norway University of Applied Sciences,NA,Jacob C. Yde,Nigardsbreen River,Not_Provided,Nigardsbreen,Not_Provided,Norway,Grass. Not vegetated,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Sand,14,21,61.6754,7.21196,20,Shallow waters near the shore,Low. No,No,Full sunlight (0-20% canopy cover),61.6755,7.21221,10,Shallow waters near the shore,Low. No,No,Full sunlight (0-20% canopy cover),61.67559,7.21246,10,Shallow waters near the shore,Low. No,No,Full sunlight (0-20% canopy cover),6.5 (8.6 from pH-meter) - note the low solute concentration (EC = 2.4 uS/cm),Not_Provided,Not_Provided,1.7,2000,https://www2.nve.no/h/hd/plotreal/Q/0076.00005.000/,Upstream,61.66655,7.24191,Glacial melt,Yes,Breheimsenteret https://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Breheimsenteret_m%C3%A5lestasjon/,Yes,3,No,Not_Provided,No,Not_Provided,No,Not_Provided,Electrical Conductivity (EC) = 2.4 uS/cm (reference temperature 25 degC).,No,Not_Provided,Sampling site located c. 500-600 m downstream from glacier portal at Nigardsbreen. The river is in a bedrock canyon from the portal to c. 100 m upstream from the upstream sampling site.
WHONDRS_S19S,S19S_0047,13-Aug-19,14:00,AKDT,Arctic LTER,NSF Long Term Ecological Research (LTER) site: Arctic,Alex Medvedeff,Kuparuk River,Not_Provided,Toolik Field Station,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),5,5,68.6427,-149.40346,82,Shallow waters near the shore,No,No,Accessible direct sunlight (20-50% canopy cover),68.64274,-149.40339,76,Shallow waters near the shore,No,No,Accessible direct sunlight (20-50% canopy cover),68.64278,-149.40333,52,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),6.5,97.2,10.26,8.5,0.2,Not_Provided,Upstream,68.64278,-149.40333,Natural flow (seasonal),Yes,https://data.neonscience.org/home (TOOL),Yes,0,No,Not_Provided,No,Not_Provided,Yes,Major nutrients and ions. temperature. SpC. pH,Arctic LTER Database: https://arc-lter.ecosystems.mbl.edu/streams/streams-chemistry,Yes,https://arc-lter.ecosystems.mbl.edu/biblio,Steady rain and rising flow during sampling. Mid and upstream sediment sites were not conducive to photography.
WHONDRS_S19S,S19S_0048,12-Aug-19,7:50,AST,Battelle-NEON,National Ecological Observatory (NEON) site: CUPE,Meritzi Pagan/ Ingrid Ortiz,Rio Cupeyes,Not_Provided,Sabana Grande ,Puerto Rico,USA,Broadleaf evergreen tree,Sunny. Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),39,19,18.11029,-66.98655,6,Riffle,No,No,Partial direct sunlight (50-80% canopy cover),18.11025,-66.98638,18,Downstream from obstacles,No,No,Partial direct sunlight (50-80% canopy cover),18.10996,-66.98618,17,Upstream from obstacle,No,No,Accessible direct sunlight (20-50% canopy cover),7.5,88,7.23,24.5,36,https://data.neonscience.org/home,Upstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://data.neonscience.org/home (CUPE),Yes,2,No,Not_Provided,No,Not_Provided,Yes,https://data.neonscience.org,SpC  276.5 microS/cm at 25c (08/12/2019)  https://data.neonscience.org. Verify with science when the data will be available. ,No,Not_Provided,Gauging station 0.265m . Wind - light air(1-3mph). Water clarity- clear. colorless. Leaf litter- present. Pollen -present. algae- present. riparian phenology description- leaves
WHONDRS_S19S,S19S_0049,13-Aug-19,7:50,AST,Battelle-NEON D04,National Ecological Observatory (NEON) site: GUIL,Meritzi Pagan/ Ingrid Ortiz,Rio Guilarte,Not_Provided,Adjuntas,Puerto Rico,USA,Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),32,49,18.17413,-66.79967,32,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),18.17424,-66.80038,11,Shallow waters near the shore,Low,Low,Full sunlight (0-20% canopy cover),18.17443,-66.80038,24,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),7.5,89,7.2,22.9,Not_Provided,Not_Provided,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://data.neonscience.org/home (GUIL),Yes,Not_Provided,No,Not_Provided,Yes, Site is located inside of the agricultural experimental station,Yes,https://data.neonscience.org,212.5 uS/cm. https://data.neonscience.org,Not_Provided,Not_Provided,Stage Height-0.735m . wind- light breeze (4-7mph). water- clear- colorless. Riparian phenology description- leaves. algae- present. macrophytes- present. woody debris- present. leaf litter-present. pollen- present
WHONDRS_S19S,S19S_0050,13-Aug-19,11:15,AST,Battelle-NEON,National Ecological Observatory (NEON) site: OKSR,Josh Monroe,Oksrukuyik Creek,Not_Provided,North Slope Borough,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Gravel/cobble (>2mm),24.5,30.7,68.62722,-149.5972,31,Downstream from obstacles,No,Low,No or almost no direct sunlight (>80% canopy cover),68.66967,-149.14041,5,Shallow waters near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),68.66953,-149.14198,18,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),6.5,108.2,12.44,9.6,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Glacial melt. Precipitation,Not_Provided,Not_Provided,Yes,0,No,Not_Provided,No,Not_Provided,Yes,NEON protocols and instrumentation,Not_Provided,Not_Provided,Not_Provided,OKSR has very little fine sediments
WHONDRS_S19S,S19S_0051,14-Aug-19,11:02,ADT,Battelle-NEON,National Ecological Observatory (NEON) site: CARI,Shelby Smith,Caribou Creek,Not_Provided,Fairbanks,Alaska,USA,Broadleaf deciduous tree. Shrub,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),21.8,15.2,64.85568,-147.80559,8,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),65.15298,-147.50249,3,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),65.1531,-147.50267,15,Downstream from obstacles,No,No,Full sunlight (0-20% canopy cover),6.5,101,12.9,4.5,40,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Yes,0,No,Not_Provided,Not_Provided,Not_Provided,Yes,"NEON protocols and instrumentation. neonscience.org
",Not_Provided,Not_Provided,Not_Provided,Not all photos uploaded. Missed sedup and seddown. Will return to exact spots Friday to get these pictures. Creek currently flooding. Nearly 3x normal flow rate. 
WHONDRS_S19S,S19S_0052,20-Aug-19,12:00,EST,United States Geological Survey,NA,Marty Briggs and Juliette Lamoureux,Platte Kill,2,Dunraven,New York,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g.. valleys),Perennial,Gravel/cobble (>2mm),64,18,42.13247,-74.69548,9.5,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),42.13233,-74.69546,8.5,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),42.13187,-74.69563,8.5,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),6.5,Not_Provided,Not_Provided,20.3,0,https://waterdata.usgs.gov/ny/nwis/uv?site_no=01414000,Downstream,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,We remarked the M and D sediment jars to indicate where the sediment came from (accidentally switched them. and relabeled to correct).
WHONDRS_S19S,S19S_0053,25-Aug-19,16:50,EDT,United States Geological Survey,NA,Adam Haynes,Farmington,1,Simsbury,Connecticut,USA,Broadleaf deciduous tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Sand,10,10,41.869583,-72.796767,19,Downstream from obstacles,No,No,Accessible direct sunlight (20-50% canopy cover),41.869617,-72.796633,22,Downstream from obstacles,No,No,Partial direct sunlight (50-80% canopy cover),41.869567,-73.00222222,10,Downstream from obstacles,No,No,No or almost no direct sunlight (>80% canopy cover),6.5,Not_Provided,Not_Provided,22.78,60,Not_Provided,Downstream,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0054,5-Aug-19,11:00,EST,Virginia Institute of Marine Science,NA,Bongkeun Song,Pamunkey River,5,New Kent,Virginia,USA,Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10,30,37.5728,-77.02396,40,Shallow waters near the shore,Low,Low,Full sunlight (0-20% canopy cover),37.57267,-77.0237,35,Shallow waters near the shore,High,No,Full sunlight (0-20% canopy cover),37.57261,-77.0237,40,Shallow waters near the shore,High,No,Full sunlight (0-20% canopy cover),6.7,71,5,29.1,100,http://vecos.vims.edu/StationDetail.aspx?param=PMK034.00&program=CMON,Downstream,37.5767833,-77.02345,Natural flow (seasonal),Yes,Not_Provided,Yes,1,No,Not_Provided,No,Not_Provided,Yes,Temperature. salinity. total turbidity. total chlorophyll. pH,Not_Provided,Yes,Reay. WG (2009) Water quality within the York River Estuary. Journal of Coastal Research. pg 23--39,Not_Provided
WHONDRS_S19S,S19S_0055,5-Aug-19,14:00,PDT,Washington State University,NA,Philip Moffatt,South Fork Polouse,4,Pullman,Washington,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),23,15,46.7322206,-117.180384,40,Shallow waters near the shore,Low,No,Partial direct sunlight (50-80% canopy cover),46.732323,-117.180621,38,Downstream from obstacles,Low,No,Accessible direct sunlight (20-50% canopy cover),46.732428,-117.180863,30,Shallow waters near the shore,Low,No,No or almost no direct sunlight (>80% canopy cover),7.5,Not_Provided,Not_Provided,20.1,30,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13348000,Upstream,46.732,-117.181,Natural flow (seasonal),Yes,https://www.ars.usda.gov/pacific-west-area/pullman-wa/northwest-sustainable-agroecosystems-research/docs/palouse-conservation-field-station/,No,Not_Provided,No,Not_Provided,Yes,75 m. storm drain. Pullman ,No,Not_Provided,Not_Provided,Yes,https://fortress.wa.gov/ecy/publications/documents/0910060.pdf,Not_Provided
WHONDRS_S19S,S19S_0056,11-Aug-19,12:34,KST,Pusan National University,NA,Soonmo An,Nakdong,Not_Provided,Busan,Not_Provided,South Korea,Shrub. Grass,Not_Provided,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12,13,35.1634,128.9646,20,Shallow waters near the shore,No,High,Accessible direct sunlight (20-50% canopy cover),35.1633,128.9646,20,Shallow waters near the shore,No,High,Accessible direct sunlight (20-50% canopy cover),35.1632,128.9646,20,Shallow waters near the shore,No,High,Accessible direct sunlight (20-50% canopy cover),6.5,Not_Provided,Not_Provided,31,100,https://www.water.or.kr/realtime/sub01/sub01/dam/hydr.do?s_mid=1323&seq=1408&p_group_seq=1407&menu_mode=3&damcd=2022510#tab-contentArea,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://www.water.or.kr/realtime/sub01/sub01/dam/hydr.do?s_mid=1323&seq=1408&p_group_seq=1407&menu_mode=3&damcd=2022510#tab-contentArea,Yes,4,Yes multiple,40000 Ham-an dike,No,Not_Provided,Yes,Not_Provided,Not_Provided,Yes,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0057,29-Aug-19,12:00,EDT,University of Minnesota-Twin Cities,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Crystal Ng,Tims Branch,2,Aiken,South Carolina,USA,Broadleaf deciduous tree. Shrub,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),12,19,33.337716,-81.718159,2,Inside of a very slight curve in stream. but also very shallow near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),33.337694,-81.718237,2.1,Inside of a very slight curve in stream. but also very shallow near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),33.337475,-81.718207,4,Inside of a very slight curve in stream. but also very shallow near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),7.0 (6.74 with pH probe),Not_Provided,8.365 mg/L (measured 2 days earlier),25.3,4,Not_Provided,Upstream,33.337475,-81.718207,Natural flow (seasonal),Yes,Not_Provided,Yes,6,No,Not_Provided,No,Not_Provided,Yes,cation. anion concentrations,Not_Provided,No,Not_Provided,Filter 1 (labelled as such) clogged after 2nd blue cap falcon tube.  After that: changed to Filter 2 (labelled as such).  Both filters preserved with RNAlater and sent to WHONDRS.  Filter 1 likely clogged because sediment was still disturbed after marking the locations when we began to collect samples.  Temperature and DO were measured two days prior to sampling. --- Very shallow. small stream; sampling site is at an intermittent stretch. located between perennially flowing stretches.  Usually dry during the summer. but water was running on Aug 29 follow rains the previous week. --- Pressure transducer data still being processed.  We will send it as soon as it is ready. in the next week.  --- Will also email info about nearest weather station once it is determined.
WHONDRS_S19S,S19S_0058,18-Aug-19,9:00,Israel- UTC +3,Ben-Gurion University of the Negev,NA,Edo Bar-Zeev and Shai Arnon,Jordan River,Not_Provided,Gesher Arik,Not_Provided,Israel,Broadleaf evergreen tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),9,10,32.899396,35.61366095,68,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),32.89930396,35.61364573,56,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),32.89919667,35.6136003,65,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),7.5,Not_Provided,Not_Provided,26,100,Not_Provided,Upstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,Not_Provided,No,Not_Provided,No,Not_Provided,No,Not_Provided,No,We can look for data if needed,Not_Provided,No,Not specifically. We can look for specific data upon request,Not_Provided
WHONDRS_S19S,S19S_0059,12-Aug-19,8:16,PDT,University of Idaho ENREP,NA,Stone. Robinson,Heel Creek tributary,1,Deer Valley,Washington,USA,Needleleaf evergreen tree. Shrub,Overcast,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,13,26,48.16859001,-117.3903992,5.1,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),48.16841972,-117.3913007,8.5,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),48.16874998,-117.3915976,5.2,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),6.5,Not_Provided,Not_Provided,11,0,Not_Provided,Upstream,48.16874998,-117.3915976,Natural flow (seasonal),Yes,Not_Provided,Yes,0,No,Not_Provided,No,Not_Provided,No,Not_Provided,Not_Provided,No,Not_Provided,discharge data to follow
WHONDRS_S19S,S19S_0060,19-Aug-19,14:30,PDT,Washington State University Tri-Cities,NA,Sarah Roley and Aaron Pelly,Yakima River,7,Benton City,Washington,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),15.3,17.1,46.2530248,-119.4772256,52,Shallow waters near the shore,Low,High,Full sunlight (0-20% canopy cover),46.253117,-119.4769597,49,Shallow waters near the shore,Low,High,Accessible direct sunlight (20-50% canopy cover),46.2531882,-119.4768203,34,Shallow waters near the shore,Low,High,Accessible direct sunlight (20-50% canopy cover),8,161.9,13.31,25.6,60,https://waterdata.usgs.gov/nwis/uv?site_no=12510500,Downstream,46.2536111,-119.4769444,Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping,Yes,https://weather.wsu.edu/?p=93050 (Benton E.),No,Not_Provided,Yes. multiple,27000 (Prosser Dam),No,The river flows through agricultural and urban areas. but other than that we don't know of any contamination sources.,Yes,Dissolved Oxygen. pH. Turbidity. NO3+NO2,SpC: 230-310 (from same USGS gage),No,Not that we know of.,Sunny and hot; Acid not visible in orange-top Falcon tubes; Only one RNALater sediment tube filled.
WHONDRS_S19S,S19S_0061,12-Aug-19,9:00,CST,University of Wisconsin. Madison Center for Limnology,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sam Blackburn,Black Earth Creek,1,Cross Plains,Wisconsin,USA,Shrub. Grass,Overcast,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),11.8,23.1,43.1091,-89.6403,55,Shallow waters near the shore,No,High,Full sunlight (0-20% canopy cover),43.1095,-89.6405,42,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),43.1095,-89.6407,78,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),7.5,78,7.56,16.9,0,https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14,Not_Provided,43.1096,-89.6407,Natural flow (seasonal),No,Not_Provided,Yes,1,No,Not_Provided,No,Not_Provided,Yes,DOC. TP. TN. SRP. NO3. NH4. Cl. SO4,Not_Provided,Yes,https://pubs.er.usgs.gov/publication/sir20165091,Not_Provided
WHONDRS_S19S,S19S_0062,13-Aug-19,12:45,MST,Oregon State University,NA,Byron Crump & Ted Bambakidis,Gunnison River,5,Gunnison,Colorado,USA,Broadleaf deciduous tree. Shrub,Partly cloudy,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),9.5,14,38.544778,-106.950056,40,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),38.544667,-106.950472,42,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),38.544583,-106.950417,36,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),7.5,Not_Provided,Not_Provided,14.2,150,https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500,Upstream,38.541944,-106.949167,Natural flow (seasonal),Yes,https://w1.weather.gov/data/obhistory/KGUC.html,Yes,4,Yes one,Taylor Park Dam,No,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0063,12-Aug-19,10:00,CST,UT Austin ,NA,Stephen Ferencz & Anna Turetcaia,Lower Colorado ,6,Austin ,Texas,USA ,Broadleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10,13,30.250278,-97.709566,40,Inside bend of a stream,No,Low,Full sunlight (0-20% canopy cover),30.250384,-97.70953,35,Inside bend of a stream,No,Low,Full sunlight (0-20% canopy cover),30.250335,-97.709399,20,Inside bend of a stream,No,Low,Full sunlight (0-20% canopy cover),7.5,Not_Provided,Not_Provided,24,3000,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,Upstream,30.24614,-97.68006,Dam (hydropower or other),Yes,Austin Bergstrom Airport - https://www.wunderground.com/history/weekly/us/tx/austin/KAUS,No,Not_Provided,Yes multiple,450. Longhorn Dam ,No,Not_Provided,Not_Provided,Not_Provided,"Data for site  12 km downstream. SpC range 400-1000 depending on river conditions. The SpC is high at low flow conditions when the dam isn't releasing water. Much of the high SpC is due to high salinity effluent from a waste treatment plant that is several km downstream from the sampling site but upstream of the site 12 km from the dam where published studies have been conducted. 

https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324",Yes,"https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324",For access reasons we sampled 3 km from the USGS gauging station. I have extensive experience working in the upper 20 km of the Lower Colorado downstream from Longhorn Dam. and can confirm that the conditions at our sampling site are representative of the river conditions near the USGS gauge. There are no major inflows between the sampling site and the USGS gauge so river conditions at the gauge are also representative of conditions at the sampling site. 
WHONDRS_S19S,S19S_0064,12-Aug-19,14:30,EST,Penn State Univerisity - Shale Hills Critical Zone Observatory,NSF Critical Zone Observatory (CZO) site: Shale Hills,Brandon Forsythe,Shavers Creek,4,Petersburg,Pennsylvania,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),20,20,40.61507,-78.00688,35,Shallow waters near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),40.64061,-78.00808,11,Inside bend of a stream,Low,Low,Partial direct sunlight (50-80% canopy cover),40.61043,-78.00803,34,Inside bend of a stream,Low,No,Partial direct sunlight (50-80% canopy cover),7.7,80.7,Not_Provided,23.5,Not_Provided,http://www.czo.psu.edu/data_scoutlet.html,Not_Provided,40.610762,-78.007269,Natural flow (seasonal),No,Not_Provided,Yes,5,Yes one,9966 Lake Perez,Yes,Agricultural,Yes,EC. Cations. Anions. Nitrates,"
Susan L. Brantley. et al.. (2018). Susquehanna Shale Hills Critical Zone Observatory - Shaver's Creek Watershed Stream Chemistry (2014). Interdisciplinary Earth Data Alliance (IEDA). doi:10.1594/IEDA/100611


Susan L. Brantley. et al.. (2018). Susquehanna Shale Hills Critical Zone Observatory - Shaver's Creek Watershed Stream Chemistry (2015). Interdisciplinary Earth Data Alliance (IEDA). doi:10.1594/IEDA/100612

http://www.czo.psu.edu/downloads/H6_hydro_2013_2014.xlsx",Yes,See previous links,Couldn't upload all photos; we have a met station but not sure what is nearby. Ours is aprrox 5 miles upstream of this sample site.
WHONDRS_S19S,S19S_0065,2-Sep-19,11:00,PDT,Lawrence Berkeley National Laboratory,NA,Michelle Newcomer,Russian River,5,Guerneville,California,USA,Needleleaf evergreen tree. Broadleaf evergreen tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),13,12,38.509635,-122.8834,39.37,Shallow waters near the shore,Low,High,No or almost no direct sunlight (>80% canopy cover),38.50916,-122.883392,40.64,Shallow waters near the shore,Low,High,No or almost no direct sunlight (>80% canopy cover),38.509458,-122.888357,50.8,Shallow waters near the shore,Low,High,No or almost no direct sunlight (>80% canopy cover),5,Not_Provided,Not_Provided,22.1,1000,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467000,Upstream,38.5086111,-122.92666,Natural flow (seasonal). Dam (hydropower or other),Yes,https://www.wunderground.com/dashboard/pws/KCAFORES52,No,Not_Provided,Yes one,Coyote Valley Dam 10000 m,Yes,Fire burned zones,Yes,From my sampling program (metals. cations. anions. nutrients. Hg),235-250,Yes,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015WR018351,Not_Provided
